OBJECTID,ID,DNAME2016,District_2016,DCODE2014,DNAME2014,District_2014,SUBREGION,REGION,Households_2014,Population_2014,Male_2014,Female_2014,Area_GIS_km2,Population_Density_2014,Average_Household_Size_2014,Attending_School_6_to_12yr_2014,Not_attending_School_6_to_12yr_2014,Never_been_to_School_15plus_2014,Attended_Primary_15plus_2014,Attended_Secondary_and_above_15plus_2014,Literate_18plus_2014,Not_Literate_18plus_2014,HH_Subsistence_Farming_2014,HH_non_Subsistence_Farming_2014,HH_own_Radio_2014,HH_own_Bicycle_2014,HH_own_Motorcycle_2014,HH_own_Moquito_Net_2014,HH_own_two_sets_Clothing_2014,HH_Salt_available_2014,HH_at_least_two_Meals_a_Day_2014,HH_Wall_temporary_2014,HH_Wall_permanent_2014,HH_Roof_temporary_2014,HH_Roof_permanent_2014,HH_Floor_temporary_2014,HH_Floor_permanent_2014,HH_Unprotected_Drinking_Water_2014,HH_Protected_Drinking_Water_2014,HH_Improved_Toilet_2014,HH_Unimproved_Toilet_2014,HH_No_Toilet_2014,HH_Lighting_Electricity_2014,HH_Lighting_Electricity_2014_percent,HH_Lighting_Paraffin_Lantern_2014,HH_Lighting_Paraffin_Tadooba_2014,HH_Lighting_Other_2014,District_HQ_Electrification_2015_Status,District_HQ_Electrification_2015_Comment,Shape_Length,Shape_Area
11,11.000000000000000,BUDAKA,Budaka,217.000000000000000,BUDAKA,Budaka,TESO,EASTERN REGION,37219.000000000000000,207597.000000000000000,100620.000000000000000,106977.000000000000000,410.200328030192340,506.086869790898960,5.577715682850157,42370.000000000000000,4882.000000000000000,15009.000000000000000,55100.000000000000000,28546.000000000000000,51419.000000000000000,32207.000000000000000,32869.000000000000000,4350.000000000000000,19682.000000000000000,16552.000000000000000,2154.000000000000000,36406.000000000000000,27911.000000000000000,34580.000000000000000,35652.000000000000000,10865.000000000000000,26354.000000000000000,7944.000000000000000,29275.000000000000000,28910.000000000000000,8309.000000000000000,3960.000000000000000,33259.000000000000000,7694.000000000000000,27430.000000000000000,2095.000000000000000,2179.000000000000000,5.854536661382627,2489.000000000000000,30076.000000000000000,2475.000000000000000,Electrified,,103869.599273500050000,410204318.369219540000000
12,12.000000000000000,BUDUDA,Bududa,218.000000000000000,BUDUDA,Bududa,ELGON,EASTERN REGION,36883.000000000000000,210173.000000000000000,105820.000000000000000,104353.000000000000000,318.602033217722290,659.672500760139770,5.698370523005178,46544.000000000000000,3436.000000000000000,11687.000000000000000,56797.000000000000000,34282.000000000000000,62571.000000000000000,26421.000000000000000,32625.000000000000000,4258.000000000000000,22646.000000000000000,4111.000000000000000,1099.000000000000000,35857.000000000000000,32677.000000000000000,34583.000000000000000,32139.000000000000000,33841.000000000000000,3042.000000000000000,2566.000000000000000,34317.000000000000000,33840.000000000000000,3043.000000000000000,11103.000000000000000,25780.000000000000000,9539.000000000000000,25286.000000000000000,2058.000000000000000,1554.000000000000000,4.213323211235529,4280.000000000000000,28049.000000000000000,3000.000000000000000,Electrified,,99061.435288091860000,318605108.999468270000000
13,13.000000000000000,BUGIRI,Bugiri,201.000000000000000,BUGIRI,Bugiri,EAST CENTRAL,EASTERN REGION,74529.000000000000000,382913.000000000000000,185925.000000000000000,196988.000000000000000,1052.784134555938600,363.714637627505280,5.137771874035610,81324.000000000000000,8743.000000000000000,32419.000000000000000,97235.000000000000000,49242.000000000000000,91681.000000000000000,60530.000000000000000,60192.000000000000000,14337.000000000000000,40985.000000000000000,33145.000000000000000,4435.000000000000000,61683.000000000000000,62018.000000000000000,69767.000000000000000,69945.000000000000000,37517.000000000000000,37012.000000000000000,27406.000000000000000,47123.000000000000000,51107.000000000000000,23422.000000000000000,16800.000000000000000,57729.000000000000000,15374.000000000000000,51469.000000000000000,7686.000000000000000,6242.000000000000000,8.375263320318267,5836.000000000000000,56565.000000000000000,5886.000000000000000,Electrified,,176379.624614899720000,1052793438.341108100000000
14,14.000000000000000,BUHWEJU,Buhweju,420.000000000000000,BUHWEJU,Buhweju,SOUTH WESTERN,WESTERN REGION,24816.000000000000000,120720.000000000000000,59059.000000000000000,61661.000000000000000,745.662701421904100,161.896256537706730,4.864603481624759,23883.000000000000000,3368.000000000000000,10614.000000000000000,37329.000000000000000,12544.000000000000000,37000.000000000000000,15625.000000000000000,22224.000000000000000,2592.000000000000000,16389.000000000000000,4059.000000000000000,1208.000000000000000,23943.000000000000000,16389.000000000000000,4059.000000000000000,1208.000000000000000,18983.000000000000000,5833.000000000000000,2865.000000000000000,21951.000000000000000,21584.000000000000000,3232.000000000000000,12562.000000000000000,12254.000000000000000,2965.000000000000000,21174.000000000000000,677.000000000000000,1967.000000000000000,7.926337846550613,2234.000000000000000,17915.000000000000000,2700.000000000000000,Electrified,,141313.179911588960000,745668085.215380910000000
15,15.000000000000000,BUIKWE,Buikwe,117.000000000000000,BUIKWE,Buikwe,CENTRAL 2,CENTRAL REGION,98153.000000000000000,422771.000000000000000,207324.000000000000000,215447.000000000000000,1452.013089643283100,291.161975753167890,4.307265188022781,82428.000000000000000,5243.000000000000000,23655.000000000000000,96206.000000000000000,95822.000000000000000,146765.000000000000000,40023.000000000000000,45819.000000000000000,52334.000000000000000,63178.000000000000000,21815.000000000000000,8363.000000000000000,86352.000000000000000,90993.000000000000000,92878.000000000000000,86060.000000000000000,25238.000000000000000,72915.000000000000000,5305.000000000000000,92848.000000000000000,40463.000000000000000,57690.000000000000000,14717.000000000000000,83436.000000000000000,25667.000000000000000,67834.000000000000000,4652.000000000000000,27379.000000000000000,27.894205984534349,12233.000000000000000,49312.000000000000000,9229.000000000000000,Electrified,,187323.363064103290000,1452025394.395764400000000
16,16.000000000000000,BUKEDEA,Bukedea,219.000000000000000,BUKEDEA,Bukedea,TESO,EASTERN REGION,36252.000000000000000,203600.000000000000000,98684.000000000000000,104916.000000000000000,1049.140342909908900,194.063645894401960,5.616241862517930,42842.000000000000000,4650.000000000000000,13319.000000000000000,57843.000000000000000,26239.000000000000000,51750.000000000000000,32047.000000000000000,31572.000000000000000,4680.000000000000000,18615.000000000000000,19865.000000000000000,2290.000000000000000,35021.000000000000000,30298.000000000000000,33093.000000000000000,33496.000000000000000,24300.000000000000000,11952.000000000000000,21806.000000000000000,14446.000000000000000,30239.000000000000000,6013.000000000000000,3797.000000000000000,32455.000000000000000,5094.000000000000000,24392.000000000000000,6766.000000000000000,2098.000000000000000,5.787266909411894,3179.000000000000000,22898.000000000000000,8077.000000000000000,Electrified,,165636.649865760560000,1049151088.286214700000000
17,17.000000000000000,BUKOMANSIMBI,Bukomansimbi,118.000000000000000,BUKOMANSIMBI,Bukomansimbi,CENTRAL 1,CENTRAL REGION,34390.000000000000000,151413.000000000000000,75109.000000000000000,76304.000000000000000,599.699940760419050,252.481265560921090,4.402820587380052,33491.000000000000000,1924.000000000000000,8663.000000000000000,44400.000000000000000,21023.000000000000000,49880.000000000000000,13713.000000000000000,27836.000000000000000,6554.000000000000000,25659.000000000000000,14973.000000000000000,5982.000000000000000,31441.000000000000000,31017.000000000000000,32835.000000000000000,28299.000000000000000,6604.000000000000000,27786.000000000000000,940.000000000000000,33450.000000000000000,20173.000000000000000,14217.000000000000000,18893.000000000000000,15497.000000000000000,8458.000000000000000,25244.000000000000000,688.000000000000000,5224.000000000000000,15.190462343704567,4035.000000000000000,22706.000000000000000,2425.000000000000000,Electrified,,108090.935574586750000,599704556.309468510000000
18,18.000000000000000,BUKWO,Bukwo,220.000000000000000,BUKWO,Bukwo,ELGON,EASTERN REGION,16638.000000000000000,89356.000000000000000,45058.000000000000000,44298.000000000000000,559.367628533279800,159.744674954288540,5.370597427575429,19103.000000000000000,1120.000000000000000,3677.000000000000000,23277.000000000000000,15959.000000000000000,26113.000000000000000,10780.000000000000000,13767.000000000000000,2871.000000000000000,6790.000000000000000,1140.000000000000000,774.000000000000000,15713.000000000000000,14765.000000000000000,15526.000000000000000,15776.000000000000000,16018.000000000000000,620.000000000000000,7623.000000000000000,9015.000000000000000,15557.000000000000000,1081.000000000000000,7053.000000000000000,9585.000000000000000,3213.000000000000000,11509.000000000000000,1916.000000000000000,846.000000000000000,5.084745762711865,2697.000000000000000,11166.000000000000000,1929.000000000000000,Grid Connection Under Construction,Construction works are ongoing. To be electrified by the end of 2016.,120562.274550045230000,559373253.690541510000000
19,19.000000000000000,BULAMBULI,Bulambuli,225.000000000000000,BULAMBULI,Bulambuli,ELGON,EASTERN REGION,34028.000000000000000,174513.000000000000000,86108.000000000000000,88405.000000000000000,694.181521992013930,251.393899824962010,5.128511813800400,37077.000000000000000,3049.000000000000000,10102.000000000000000,46984.000000000000000,31505.000000000000000,52735.000000000000000,23118.000000000000000,29110.000000000000000,4918.000000000000000,20575.000000000000000,6835.000000000000000,1424.000000000000000,32528.000000000000000,29952.000000000000000,32345.000000000000000,31626.000000000000000,31680.000000000000000,2348.000000000000000,3878.000000000000000,30150.000000000000000,31780.000000000000000,2248.000000000000000,11143.000000000000000,22885.000000000000000,4401.000000000000000,27238.000000000000000,2389.000000000000000,1863.000000000000000,5.474903021041495,3443.000000000000000,26716.000000000000000,2006.000000000000000,Electrified,,217223.876927265720000,694188623.272815590000000
20,20.000000000000000,BULIISA,Buliisa,416.000000000000000,BULIISA,Buliisa,WESTERN,WESTERN REGION,21652.000000000000000,113161.000000000000000,57801.000000000000000,55360.000000000000000,2038.425474313093000,55.513925540070531,5.226353223720673,18875.000000000000000,3929.000000000000000,13570.000000000000000,30166.000000000000000,10543.000000000000000,25837.000000000000000,21462.000000000000000,14443.000000000000000,7209.000000000000000,11968.000000000000000,8317.000000000000000,1620.000000000000000,20543.000000000000000,17981.000000000000000,19136.000000000000000,19962.000000000000000,19126.000000000000000,2526.000000000000000,13330.000000000000000,8322.000000000000000,18817.000000000000000,2835.000000000000000,6528.000000000000000,15124.000000000000000,4783.000000000000000,12913.000000000000000,3956.000000000000000,1641.000000000000000,7.578976537964160,2761.000000000000000,13508.000000000000000,3742.000000000000000,Electrified,,251351.697597428600000,2038448406.620077800000000
21,21.000000000000000,BUNDIBUGYO,Bundibugyo,401.000000000000000,BUNDIBUGYO,Bundibugyo,WESTERN,WESTERN REGION,44827.000000000000000,224387.000000000000000,108435.000000000000000,115952.000000000000000,851.754195394831070,263.441027015998770,5.005621611974926,43007.000000000000000,4320.000000000000000,22722.000000000000000,59401.000000000000000,30200.000000000000000,59316.000000000000000,38238.000000000000000,33709.000000000000000,11118.000000000000000,29851.000000000000000,3697.000000000000000,3062.000000000000000,42776.000000000000000,39805.000000000000000,39949.000000000000000,41371.000000000000000,36323.000000000000000,8504.000000000000000,1604.000000000000000,43223.000000000000000,39390.000000000000000,5437.000000000000000,20518.000000000000000,24309.000000000000000,8165.000000000000000,35932.000000000000000,730.000000000000000,4998.000000000000000,11.149530416936221,5672.000000000000000,25082.000000000000000,9075.000000000000000,Electrified,Operated by Bundibugyo Energy Cooperative Society Limited (BECS),184236.979985858810000,851761772.111500020000000
22,22.000000000000000,BUSHENYI,Bushenyi,402.000000000000000,BUSHENYI,Bushenyi,SOUTH WESTERN,WESTERN REGION,51363.000000000000000,234443.000000000000000,114207.000000000000000,120236.000000000000000,845.391988965529890,277.318691281754300,4.564433541654498,43515.000000000000000,2487.000000000000000,18283.000000000000000,64237.000000000000000,46463.000000000000000,89516.000000000000000,21997.000000000000000,34455.000000000000000,16908.000000000000000,38357.000000000000000,12319.000000000000000,5182.000000000000000,49214.000000000000000,48615.000000000000000,49859.000000000000000,47352.000000000000000,31198.000000000000000,20165.000000000000000,845.000000000000000,50518.000000000000000,31079.000000000000000,20284.000000000000000,21419.000000000000000,29944.000000000000000,13071.000000000000000,37978.000000000000000,314.000000000000000,10095.000000000000000,19.654225804567492,12739.000000000000000,24294.000000000000000,4235.000000000000000,Electrified,,156979.344634577400000,845397844.149050120000000
23,23.000000000000000,BUSIA,Busia,202.000000000000000,BUSIA,Busia,EAST CENTRAL,EASTERN REGION,64812.000000000000000,323662.000000000000000,156447.000000000000000,167215.000000000000000,763.437895307652520,423.953280272483310,4.993859161883602,67232.000000000000000,5185.000000000000000,18755.000000000000000,85058.000000000000000,55717.000000000000000,92081.000000000000000,43942.000000000000000,42775.000000000000000,22037.000000000000000,64812.000000000000000,35290.000000000000000,3426.000000000000000,60540.000000000000000,58070.000000000000000,59430.000000000000000,60582.000000000000000,41497.000000000000000,23315.000000000000000,28413.000000000000000,36399.000000000000000,41486.000000000000000,23326.000000000000000,7497.000000000000000,57315.000000000000000,14038.000000000000000,44876.000000000000000,5898.000000000000000,7961.000000000000000,12.283219156946243,8348.000000000000000,45456.000000000000000,3047.000000000000000,Electrified,,147092.948453910070000,763444480.969370130000000
24,24.000000000000000,BUTALEJA,Butaleja,221.000000000000000,BUTALEJA,Butaleja,ELGON,EASTERN REGION,44376.000000000000000,244153.000000000000000,119466.000000000000000,124687.000000000000000,655.118393330886650,372.685307702364300,5.501915449792681,50940.000000000000000,5856.000000000000000,18041.000000000000000,61594.000000000000000,32155.000000000000000,56769.000000000000000,40019.000000000000000,39863.000000000000000,4513.000000000000000,23153.000000000000000,20866.000000000000000,1929.000000000000000,42947.000000000000000,31875.000000000000000,41278.000000000000000,42268.000000000000000,18779.000000000000000,25597.000000000000000,13503.000000000000000,30873.000000000000000,35458.000000000000000,8918.000000000000000,3535.000000000000000,40841.000000000000000,6657.000000000000000,32197.000000000000000,5522.000000000000000,2284.000000000000000,5.146926266450334,2201.000000000000000,36750.000000000000000,3141.000000000000000,Electrified,,144084.746849381100000,655124569.753613950000000
25,25.000000000000000,BUTAMBALA,Butambala,119.000000000000000,BUTAMBALA,Butambala,CENTRAL 1,CENTRAL REGION,21724.000000000000000,100840.000000000000000,50082.000000000000000,50758.000000000000000,405.387049165352380,248.749929746444880,4.641870742036457,22631.000000000000000,914.000000000000000,4313.000000000000000,24598.000000000000000,19052.000000000000000,33424.000000000000000,7313.000000000000000,16070.000000000000000,5654.000000000000000,16618.000000000000000,5401.000000000000000,3219.000000000000000,19529.000000000000000,16618.000000000000000,5401.000000000000000,3219.000000000000000,3762.000000000000000,17962.000000000000000,346.000000000000000,21378.000000000000000,9965.000000000000000,11759.000000000000000,4959.000000000000000,16765.000000000000000,6811.000000000000000,14567.000000000000000,346.000000000000000,4115.000000000000000,18.942183759896889,3582.000000000000000,12512.000000000000000,1515.000000000000000,Electrified,,175410.989906249740000,405390371.183399740000000
26,26.000000000000000,BUVUMA,Buvuma,120.000000000000000,BUVUMA,Buvuma,CENTRAL 2,CENTRAL REGION,25183.000000000000000,89890.000000000000000,48414.000000000000000,41476.000000000000000,9611.958930107541200,9.351891810361105,3.569471468848033,13102.000000000000000,1452.000000000000000,8285.000000000000000,27327.000000000000000,12450.000000000000000,28385.000000000000000,15793.000000000000000,11044.000000000000000,14139.000000000000000,13828.000000000000000,4562.000000000000000,1013.000000000000000,20952.000000000000000,21309.000000000000000,22408.000000000000000,22561.000000000000000,23629.000000000000000,1554.000000000000000,7495.000000000000000,17688.000000000000000,23243.000000000000000,1940.000000000000000,17073.000000000000000,8110.000000000000000,2659.000000000000000,8011.000000000000000,14513.000000000000000,1852.000000000000000,7.354167493944328,1364.000000000000000,15086.000000000000000,6881.000000000000000,At Feasibility Study Stage,Procurement of a consultant is ongoing. This includes Sigulu Islands.,435834.316234940490000,9612029316.251850100000000
27,27.000000000000000,BUYENDE,Buyende,226.000000000000000,BUYENDE,Buyende,EAST CENTRAL,EASTERN REGION,61297.000000000000000,323067.000000000000000,158615.000000000000000,164452.000000000000000,1879.248024439598100,171.912911866085550,5.270518948725060,64078.000000000000000,12077.000000000000000,30588.000000000000000,81505.000000000000000,31915.000000000000000,67330.000000000000000,56338.000000000000000,52493.000000000000000,8804.000000000000000,37761.000000000000000,38821.000000000000000,4283.000000000000000,58505.000000000000000,47718.000000000000000,56965.000000000000000,58355.000000000000000,28088.000000000000000,33209.000000000000000,25382.000000000000000,35915.000000000000000,49960.000000000000000,11337.000000000000000,8150.000000000000000,53147.000000000000000,10001.000000000000000,46356.000000000000000,4940.000000000000000,4661.000000000000000,7.603961042139093,2466.000000000000000,41271.000000000000000,12899.000000000000000,Procurement of EPC Contractors is ongoing,Procurement of EPC (Engineering Procurement & Construction) Contractors is ongoing,219084.703218987760000,1879267001.189447200000000
28,28.000000000000000,DOKOLO,Dokolo,317.000000000000000,DOKOLO,Dokolo,LANGO,NORTHERN REGION,34870.000000000000000,183093.000000000000000,89476.000000000000000,93617.000000000000000,1093.917752964424200,167.373643497267980,5.250731287639805,35534.000000000000000,8814.000000000000000,13042.000000000000000,52327.000000000000000,25262.000000000000000,56007.000000000000000,26773.000000000000000,31428.000000000000000,3442.000000000000000,21479.000000000000000,21656.000000000000000,1511.000000000000000,34178.000000000000000,29593.000000000000000,32972.000000000000000,33453.000000000000000,26850.000000000000000,8020.000000000000000,23473.000000000000000,11397.000000000000000,30556.000000000000000,4314.000000000000000,5265.000000000000000,29605.000000000000000,3425.000000000000000,28126.000000000000000,3319.000000000000000,2306.000000000000000,6.613134499569831,5486.000000000000000,18479.000000000000000,8599.000000000000000,Electrified,,178387.301300847090000,1093930090.215685800000000
29,29.000000000000000,GOMBA,Gomba,121.000000000000000,GOMBA,Gomba,CENTRAL 1,CENTRAL REGION,35286.000000000000000,159922.000000000000000,82167.000000000000000,77755.000000000000000,1670.087471887927400,95.756661068308219,4.532165731451567,33618.000000000000000,1866.000000000000000,12972.000000000000000,46277.000000000000000,20079.000000000000000,49637.000000000000000,18930.000000000000000,27790.000000000000000,7496.000000000000000,25469.000000000000000,11651.000000000000000,5140.000000000000000,32385.000000000000000,32059.000000000000000,33613.000000000000000,30989.000000000000000,16916.000000000000000,18370.000000000000000,4093.000000000000000,31193.000000000000000,24395.000000000000000,10891.000000000000000,17438.000000000000000,17848.000000000000000,7280.000000000000000,26075.000000000000000,1931.000000000000000,4672.000000000000000,13.240378620416029,3001.000000000000000,24063.000000000000000,3550.000000000000000,Electrified,,256753.724463497000000,1670101235.977345000000000
30,30.000000000000000,GULU,Gulu,304.000000000000000,GULU,Gulu,ACHOLI,NORTHERN REGION,55517.000000000000000,275613.000000000000000,134571.000000000000000,141042.000000000000000,1935.263040659570800,142.416299081527630,4.964479348667975,49676.000000000000000,5125.000000000000000,16001.000000000000000,60013.000000000000000,68234.000000000000000,93121.000000000000000,30762.000000000000000,27807.000000000000000,27710.000000000000000,31872.000000000000000,23751.000000000000000,7568.000000000000000,51966.000000000000000,51231.000000000000000,52773.000000000000000,45114.000000000000000,37026.000000000000000,18491.000000000000000,34561.000000000000000,20956.000000000000000,38371.000000000000000,17146.000000000000000,10077.000000000000000,45440.000000000000000,16604.000000000000000,35598.000000000000000,3315.000000000000000,11794.000000000000000,21.243943296647874,9648.000000000000000,29235.000000000000000,4840.000000000000000,Electrified,,238389.995354382260000,1935288467.809830200000000
31,31.000000000000000,HOIMA,Hoima,403.000000000000000,HOIMA,Hoima,WESTERN,WESTERN REGION,125576.000000000000000,572986.000000000000000,287906.000000000000000,285080.000000000000000,5640.576000480055900,101.582887980098930,4.562862330381601,96946.000000000000000,17786.000000000000000,52433.000000000000000,161635.000000000000000,79734.000000000000000,176368.000000000000000,82448.000000000000000,85300.000000000000000,40276.000000000000000,83836.000000000000000,47464.000000000000000,16982.000000000000000,113864.000000000000000,110772.000000000000000,119848.000000000000000,117994.000000000000000,80895.000000000000000,44681.000000000000000,40094.000000000000000,85482.000000000000000,97607.000000000000000,27969.000000000000000,42562.000000000000000,83014.000000000000000,20496.000000000000000,96866.000000000000000,8214.000000000000000,21098.000000000000000,16.800981079187103,9295.000000000000000,73161.000000000000000,22022.000000000000000,Electrified,,363154.957630715860000,5640634101.253714600000000
32,32.000000000000000,IBANDA,Ibanda,417.000000000000000,IBANDA,Ibanda,SOUTH WESTERN,WESTERN REGION,55000.000000000000000,249625.000000000000000,121440.000000000000000,128185.000000000000000,970.908504081903400,257.104556145634770,4.538636363636364,47694.000000000000000,3619.000000000000000,20446.000000000000000,73503.000000000000000,38207.000000000000000,86898.000000000000000,27860.000000000000000,42907.000000000000000,12093.000000000000000,39145.000000000000000,17264.000000000000000,5194.000000000000000,52625.000000000000000,51087.000000000000000,53115.000000000000000,51380.000000000000000,35647.000000000000000,19353.000000000000000,2571.000000000000000,52429.000000000000000,36356.000000000000000,18644.000000000000000,26616.000000000000000,28384.000000000000000,9970.000000000000000,44329.000000000000000,701.000000000000000,8343.000000000000000,15.169090909090910,7649.000000000000000,33348.000000000000000,5660.000000000000000,Electrified,,234218.746842503110000,970915938.264008760000000
33,33.000000000000000,IGANGA,Iganga,203.000000000000000,IGANGA,Iganga,EAST CENTRAL,EASTERN REGION,102703.000000000000000,504197.000000000000000,241182.000000000000000,263015.000000000000000,1015.810588758305900,496.349423386415140,4.909272367895778,104099.000000000000000,8382.000000000000000,38366.000000000000000,114561.000000000000000,97889.000000000000000,146242.000000000000000,67602.000000000000000,64011.000000000000000,38692.000000000000000,64063.000000000000000,42047.000000000000000,7912.000000000000000,97164.000000000000000,93586.000000000000000,97349.000000000000000,95291.000000000000000,20118.000000000000000,82585.000000000000000,7078.000000000000000,95625.000000000000000,55556.000000000000000,47147.000000000000000,10050.000000000000000,92653.000000000000000,26543.000000000000000,71928.000000000000000,4232.000000000000000,17578.000000000000000,17.115371508135109,9661.000000000000000,64769.000000000000000,10695.000000000000000,Electrified,,169460.404170635240000,1015819847.742340600000000
34,34.000000000000000,ISINGIRO,Isingiro,418.000000000000000,ISINGIRO,Isingiro,SOUTH WESTERN,WESTERN REGION,89021.000000000000000,427300.000000000000000,206846.000000000000000,220454.000000000000000,2649.869460380902200,161.253226390472180,4.799991013356399,83779.000000000000000,10229.000000000000000,45047.000000000000000,123894.000000000000000,46421.000000000000000,131685.000000000000000,56639.000000000000000,73280.000000000000000,15741.000000000000000,60263.000000000000000,24920.000000000000000,9280.000000000000000,83761.000000000000000,73862.000000000000000,83931.000000000000000,81726.000000000000000,63496.000000000000000,25525.000000000000000,8184.000000000000000,80837.000000000000000,71588.000000000000000,17433.000000000000000,64224.000000000000000,24797.000000000000000,13205.000000000000000,73010.000000000000000,2806.000000000000000,10296.000000000000000,11.565810314420192,9518.000000000000000,60072.000000000000000,9135.000000000000000,Electrified,,284669.009175798800000,2649886528.943020800000000
35,35.000000000000000,JINJA,Jinja,204.000000000000000,JINJA,Jinja,EAST CENTRAL,EASTERN REGION,105673.000000000000000,471242.000000000000000,230189.000000000000000,241053.000000000000000,722.399320711485070,652.328963343816100,4.459436185212874,88232.000000000000000,5391.000000000000000,22631.000000000000000,98691.000000000000000,129159.000000000000000,173066.000000000000000,43035.000000000000000,40245.000000000000000,65428.000000000000000,52235.000000000000000,22650.000000000000000,9538.000000000000000,86122.000000000000000,97581.000000000000000,101517.000000000000000,94352.000000000000000,25607.000000000000000,80066.000000000000000,1461.000000000000000,104212.000000000000000,45288.000000000000000,60385.000000000000000,4967.000000000000000,100706.000000000000000,26601.000000000000000,76776.000000000000000,2296.000000000000000,34456.000000000000000,32.606247575066476,9105.000000000000000,53161.000000000000000,8951.000000000000000,Electrified,,141317.082971662280000,722405757.203034520000000
36,36.000000000000000,KAABONG,Kaabong,318.000000000000000,KAABONG,Kaabong,KARAMOJA,NORTHERN REGION,29211.000000000000000,167879.000000000000000,79207.000000000000000,88672.000000000000000,7306.738376439430800,22.975915018570479,5.747115812536373,10321.000000000000000,26766.000000000000000,63023.000000000000000,13146.000000000000000,9066.000000000000000,15074.000000000000000,57937.000000000000000,23654.000000000000000,5557.000000000000000,2364.000000000000000,1733.000000000000000,382.000000000000000,28494.000000000000000,11613.000000000000000,23397.000000000000000,11613.000000000000000,27556.000000000000000,1655.000000000000000,23998.000000000000000,5213.000000000000000,27144.000000000000000,2067.000000000000000,6391.000000000000000,22820.000000000000000,3024.000000000000000,10630.000000000000000,15557.000000000000000,779.000000000000000,2.666803601383041,580.000000000000000,246.000000000000000,27606.000000000000000,Procurement of EPC Contractors is ongoing,Procurement of EPC (Engineering Procurement & Construction) Contractors is ongoing,463472.592860132920000,7306842535.568973500000000
37,37.000000000000000,KABALE,Kabale,404.000000000000000,KABALE,Kabale,SOUTH WESTERN,WESTERN REGION,74549.000000000000000,331335.000000000000000,158238.000000000000000,173097.000000000000000,1047.242975576812100,316.387894430615400,4.444526418865444,58266.000000000000000,4749.000000000000000,31430.000000000000000,90682.000000000000000,58783.000000000000000,119572.000000000000000,38783.000000000000000,56372.000000000000000,18177.000000000000000,54823.000000000000000,20661.000000000000000,4133.000000000000000,72604.000000000000000,68844.000000000000000,71282.000000000000000,67944.000000000000000,60520.000000000000000,14029.000000000000000,979.000000000000000,73570.000000000000000,56488.000000000000000,18061.000000000000000,13306.000000000000000,61243.000000000000000,11569.000000000000000,62467.000000000000000,513.000000000000000,11423.000000000000000,15.322807817676964,9790.000000000000000,37525.000000000000000,15811.000000000000000,Electrified,,217697.330215406660000,1047248921.293432100000000
38,38.000000000000000,KABAROLE,Kabarole,405.000000000000000,KABAROLE,Kabarole,WESTERN,WESTERN REGION,107464.000000000000000,469236.000000000000000,233648.000000000000000,235588.000000000000000,1815.656580423654800,258.438740596259210,4.366448298965235,84752.000000000000000,9420.000000000000000,39019.000000000000000,135640.000000000000000,75864.000000000000000,165071.000000000000000,53901.000000000000000,64055.000000000000000,40628.000000000000000,79662.000000000000000,30853.000000000000000,12115.000000000000000,101405.000000000000000,98429.000000000000000,102197.000000000000000,99404.000000000000000,78784.000000000000000,28680.000000000000000,3126.000000000000000,104338.000000000000000,78787.000000000000000,28677.000000000000000,36363.000000000000000,71101.000000000000000,19408.000000000000000,85668.000000000000000,2388.000000000000000,19635.000000000000000,18.271235018238666,9323.000000000000000,67781.000000000000000,10725.000000000000000,Electrified,,308333.082339160380000,1815672492.915092900000000
39,39.000000000000000,KABERAMAIDO,Kaberamaido,213.000000000000000,KABERAMAIDO,Kaberamaido,TESO,EASTERN REGION,38797.000000000000000,215026.000000000000000,106042.000000000000000,108984.000000000000000,1624.003350084220100,132.404899281056800,5.542335747609351,39643.000000000000000,10961.000000000000000,10942.000000000000000,57912.000000000000000,33409.000000000000000,62723.000000000000000,25032.000000000000000,34296.000000000000000,4501.000000000000000,22042.000000000000000,25121.000000000000000,2176.000000000000000,37310.000000000000000,32737.000000000000000,36224.000000000000000,36505.000000000000000,32405.000000000000000,6392.000000000000000,30324.000000000000000,8473.000000000000000,33767.000000000000000,5030.000000000000000,3530.000000000000000,35267.000000000000000,4738.000000000000000,26894.000000000000000,7165.000000000000000,2055.000000000000000,5.296801299069516,1885.000000000000000,22936.000000000000000,11921.000000000000000,Electrified,,204199.604307522420000,1624021149.808801700000000
40,113.000000000000000,KAGADI,Kagadi,407.000000000000000,KIBAALE,Kibaale,WESTERN,WESTERN REGION,70480.000000000000000,333379.000000000000000,162868.000000000000000,170511.000000000000000,1555.095275284988900,214.378504840421750,4.730122020431328,62054.000000000000000,9471.000000000000000,27942.000000000000000,97898.000000000000000,35523.000000000000000,97352.000000000000000,41860.000000000000000,56492.000000000000000,13988.000000000000000,47148.000000000000000,18586.000000000000000,9170.000000000000000,67602.000000000000000,61784.000000000000000,67299.000000000000000,66662.000000000000000,48926.000000000000000,21554.000000000000000,10336.000000000000000,60144.000000000000000,57923.000000000000000,12557.000000000000000,27870.000000000000000,42610.000000000000000,9401.000000000000000,58562.000000000000000,2517.000000000000000,13359.000000000000000,18.954313280363223,3642.000000000000000,43052.000000000000000,10427.000000000000000,,,231152.753748332940000,1555110117.065599700000000
