OBJECTID,ID,DNAME2016,District_2016,DCODE2014,DNAME2014,District_2014,SUBREGION,REGION,Households_2014,Population_2014,Male_2014,Female_2014,Area_GIS_km2,Population_Density_2014,Average_Household_Size_2014,Attending_School_6_to_12yr_2014,Not_attending_School_6_to_12yr_2014,Never_been_to_School_15plus_2014,Attended_Primary_15plus_2014,Attended_Secondary_and_above_15plus_2014,Literate_18plus_2014,Not_Literate_18plus_2014,HH_Subsistence_Farming_2014,HH_non_Subsistence_Farming_2014,HH_own_Radio_2014,HH_own_Bicycle_2014,HH_own_Motorcycle_2014,HH_own_Moquito_Net_2014,HH_own_two_sets_Clothing_2014,HH_Salt_available_2014,HH_at_least_two_Meals_a_Day_2014,HH_Wall_temporary_2014,HH_Wall_permanent_2014,HH_Roof_temporary_2014,HH_Roof_permanent_2014,HH_Floor_temporary_2014,HH_Floor_permanent_2014,HH_Unprotected_Drinking_Water_2014,HH_Protected_Drinking_Water_2014,HH_Improved_Toilet_2014,HH_Unimproved_Toilet_2014,HH_No_Toilet_2014,HH_Lighting_Electricity_2014,HH_Lighting_Electricity_2014_percent,HH_Lighting_Paraffin_Lantern_2014,HH_Lighting_Paraffin_Tadooba_2014,HH_Lighting_Other_2014,District_HQ_Electrification_2015_Status,District_HQ_Electrification_2015_Comment,Shape_Length,Shape_Area
41,114.000000000000000,KAKUMIRO,Kakumiro,407.000000000000000,KIBAALE,Kibaale,WESTERN,WESTERN REGION,56652.000000000000000,258905.000000000000000,130138.000000000000000,128767.000000000000000,1668.941498714832300,155.131261460853890,4.570094612723293,45809.000000000000000,7325.000000000000000,22330.000000000000000,81086.000000000000000,24045.000000000000000,76572.000000000000000,35635.000000000000000,47967.000000000000000,8685.000000000000000,36864.000000000000000,17242.000000000000000,6216.000000000000000,52980.000000000000000,51167.000000000000000,55148.000000000000000,52788.000000000000000,39920.000000000000000,16732.000000000000000,10864.000000000000000,45788.000000000000000,48820.000000000000000,7832.000000000000000,22937.000000000000000,33715.000000000000000,7226.000000000000000,47236.000000000000000,2190.000000000000000,7649.000000000000000,13.501729859493045,2795.000000000000000,31994.000000000000000,14214.000000000000000,,,198014.632051255410000,1668957427.251518700000000
42,40.000000000000000,KALANGALA,Kalangala,101.000000000000000,KALANGALA,Kalangala,CENTRAL 1,CENTRAL REGION,20100.000000000000000,54293.000000000000000,31349.000000000000000,22944.000000000000000,7745.043450883987100,7.010031685981468,2.701144278606965,4915.000000000000000,546.000000000000000,3897.000000000000000,18948.000000000000000,10877.000000000000000,24640.000000000000000,7419.000000000000000,4421.000000000000000,15679.000000000000000,12610.000000000000000,2365.000000000000000,1093.000000000000000,15915.000000000000000,19120.000000000000000,18604.000000000000000,17284.000000000000000,17093.000000000000000,3007.000000000000000,4077.000000000000000,16023.000000000000000,16094.000000000000000,4006.000000000000000,10715.000000000000000,9385.000000000000000,5412.000000000000000,13034.000000000000000,1654.000000000000000,2751.000000000000000,13.686567164179102,2939.000000000000000,9172.000000000000000,5238.000000000000000,Electrified,"Independent Grid, powered by Bukuzindu Hybrid (Solar PV + Diesel), Operated by Kalangala Infrastructure Services Limited",360087.799548140960000,7745097701.779099500000000
43,41.000000000000000,KALIRO,Kaliro,222.000000000000000,KALIRO,Kaliro,EAST CENTRAL,EASTERN REGION,42966.000000000000000,236199.000000000000000,115969.000000000000000,120230.000000000000000,869.140976422428030,271.761436185239010,5.497346739282223,49194.000000000000000,5810.000000000000000,21092.000000000000000,58734.000000000000000,30378.000000000000000,55871.000000000000000,38044.000000000000000,37376.000000000000000,5590.000000000000000,26088.000000000000000,22616.000000000000000,2301.000000000000000,37416.000000000000000,35732.000000000000000,40854.000000000000000,41091.000000000000000,14414.000000000000000,28552.000000000000000,14707.000000000000000,28259.000000000000000,32190.000000000000000,10776.000000000000000,2756.000000000000000,40210.000000000000000,7224.000000000000000,33156.000000000000000,2586.000000000000000,3373.000000000000000,7.850393334264302,1827.000000000000000,32283.000000000000000,5483.000000000000000,Electrified,,135373.264913844260000,869149459.388457180000000
44,42.000000000000000,KALUNGU,Kalungu,122.000000000000000,KALUNGU,Kalungu,CENTRAL 1,CENTRAL REGION,41494.000000000000000,183232.000000000000000,89679.000000000000000,93553.000000000000000,836.890747071438000,218.943751787423080,4.415867354316287,38971.000000000000000,2368.000000000000000,10594.000000000000000,48962.000000000000000,28862.000000000000000,58957.000000000000000,16800.000000000000000,26037.000000000000000,15457.000000000000000,31125.000000000000000,17405.000000000000000,5519.000000000000000,38310.000000000000000,38215.000000000000000,39945.000000000000000,35608.000000000000000,9718.000000000000000,31776.000000000000000,1551.000000000000000,39943.000000000000000,21871.000000000000000,19623.000000000000000,15556.000000000000000,25938.000000000000000,10940.000000000000000,29584.000000000000000,970.000000000000000,8215.000000000000000,19.798043090567312,5272.000000000000000,25814.000000000000000,2193.000000000000000,Electrified,,140125.322440198160000,836897237.008306380000000
45,43.000000000000000,KAMPALA,Kampala,102.000000000000000,KAMPALA,Kampala,CENTRAL 1,CENTRAL REGION,416803.000000000000000,1507079.000000000000000,712762.000000000000000,794318.000000000000000,195.137717264370680,7723.155836440497300,3.615806508110546,194820.000000000000000,10626.000000000000000,37107.000000000000000,208707.000000000000000,711739.000000000000000,813438.000000000000000,48605.000000000000000,4761.000000000000000,412042.000000000000000,253583.000000000000000,28400.000000000000000,28760.000000000000000,357403.000000000000000,410622.000000000000000,400738.000000000000000,356872.000000000000000,21866.000000000000000,394937.000000000000000,1370.000000000000000,415433.000000000000000,20071.000000000000000,396732.000000000000000,24708.000000000000000,392095.000000000000000,124355.000000000000000,290766.000000000000000,1682.000000000000000,351074.000000000000000,84.230199878599720,19479.000000000000000,11574.000000000000000,34676.000000000000000,Electrified,,70620.283658023385000,195139373.074833720000000
46,44.000000000000000,KAMULI,Kamuli,205.000000000000000,KAMULI,Kamuli,EAST CENTRAL,EASTERN REGION,93834.000000000000000,486319.000000000000000,236389.000000000000000,249930.000000000000000,1556.092962036853600,312.525672864319740,5.182758914679114,104014.000000000000000,8782.000000000000000,34456.000000000000000,117920.000000000000000,79245.000000000000000,134756.000000000000000,61672.000000000000000,73683.000000000000000,20151.000000000000000,58390.000000000000000,49011.000000000000000,10230.000000000000000,89817.000000000000000,81231.000000000000000,89183.000000000000000,87382.000000000000000,20316.000000000000000,73518.000000000000000,8450.000000000000000,85384.000000000000000,63670.000000000000000,30164.000000000000000,7255.000000000000000,86579.000000000000000,22184.000000000000000,66946.000000000000000,4704.000000000000000,10019.000000000000000,10.677366413027260,5654.000000000000000,67307.000000000000000,10854.000000000000000,Electrified,,200976.351473310990000,1556107818.139234300000000
47,45.000000000000000,KAMWENGE,Kamwenge,413.000000000000000,KAMWENGE,Kamwenge,WESTERN,WESTERN REGION,80116.000000000000000,374267.000000000000000,182678.000000000000000,191589.000000000000000,2410.629934298348400,155.256928769921810,4.671563732587748,127443.000000000000000,203495.000000000000000,37938.000000000000000,113039.000000000000000,37989.000000000000000,113984.000000000000000,51184.000000000000000,69375.000000000000000,10741.000000000000000,52257.000000000000000,21157.000000000000000,6666.000000000000000,76804.000000000000000,69764.000000000000000,77126.000000000000000,75202.000000000000000,65417.000000000000000,14699.000000000000000,11765.000000000000000,68351.000000000000000,67455.000000000000000,12661.000000000000000,41326.000000000000000,38790.000000000000000,16138.000000000000000,62829.000000000000000,1149.000000000000000,7465.000000000000000,9.317739278046833,6137.000000000000000,55927.000000000000000,10587.000000000000000,Electrified,,352005.108356778630000,2410649620.332963500000000
48,46.000000000000000,KANUNGU,Kanungu,414.000000000000000,KANUNGU,Kanungu,SOUTH WESTERN,WESTERN REGION,56109.000000000000000,252144.000000000000000,121081.000000000000000,131063.000000000000000,1329.211027180289400,189.694484054111060,4.493824520130461,48500.000000000000000,5723.000000000000000,19348.000000000000000,75970.000000000000000,36864.000000000000000,84370.000000000000000,33722.000000000000000,46268.000000000000000,9841.000000000000000,39283.000000000000000,5431.000000000000000,3439.000000000000000,53857.000000000000000,49618.000000000000000,53025.000000000000000,51630.000000000000000,43655.000000000000000,12454.000000000000000,3742.000000000000000,52367.000000000000000,43734.000000000000000,12375.000000000000000,24015.000000000000000,32094.000000000000000,8258.000000000000000,47244.000000000000000,607.000000000000000,6488.000000000000000,11.563207328592560,8744.000000000000000,29522.000000000000000,11355.000000000000000,Electrified,,308653.728460975750000,1329219451.598486900000000
49,47.000000000000000,KAPCHORWA,Kapchorwa,206.000000000000000,KAPCHORWA,Kapchorwa,ELGON,EASTERN REGION,20466.000000000000000,105186.000000000000000,51658.000000000000000,53528.000000000000000,357.391648057161430,294.315775345641210,5.139548519495749,21490.000000000000000,1187.000000000000000,6059.000000000000000,25228.000000000000000,24652.000000000000000,33223.000000000000000,14732.000000000000000,15123.000000000000000,5343.000000000000000,11566.000000000000000,1379.000000000000000,1326.000000000000000,19698.000000000000000,18348.000000000000000,19212.000000000000000,19191.000000000000000,18654.000000000000000,1812.000000000000000,3700.000000000000000,16766.000000000000000,17800.000000000000000,2666.000000000000000,4830.000000000000000,15636.000000000000000,3541.000000000000000,15294.000000000000000,1631.000000000000000,1724.000000000000000,8.423727157236392,3734.000000000000000,12381.000000000000000,2627.000000000000000,Electrified,,109296.925993988790000,357395293.074566540000000
50,48.000000000000000,KASESE,Kasese,406.000000000000000,KASESE,Kasese,WESTERN,WESTERN REGION,138864.000000000000000,694987.000000000000000,338215.000000000000000,356772.000000000000000,3391.483373700382800,204.921246375361990,5.004803260744326,132224.000000000000000,15292.000000000000000,59729.000000000000000,180101.000000000000000,109085.000000000000000,205943.000000000000000,97155.000000000000000,98120.000000000000000,40744.000000000000000,88853.000000000000000,22560.000000000000000,8459.000000000000000,132641.000000000000000,119759.000000000000000,130192.000000000000000,130654.000000000000000,69182.000000000000000,69682.000000000000000,8484.000000000000000,130380.000000000000000,102314.000000000000000,36550.000000000000000,37755.000000000000000,101109.000000000000000,28371.000000000000000,107500.000000000000000,2993.000000000000000,23771.000000000000000,17.118187579214194,13250.000000000000000,93308.000000000000000,8535.000000000000000,Electrified,,286896.596482326220000,3391510207.342776800000000
51,49.000000000000000,KATAKWI,Katakwi,207.000000000000000,KATAKWI,Katakwi,TESO,EASTERN REGION,30791.000000000000000,166231.000000000000000,81673.000000000000000,84558.000000000000000,2427.620956950233900,68.474857874366151,5.398687928290735,32262.000000000000000,5300.000000000000000,15521.000000000000000,45007.000000000000000,22565.000000000000000,42484.000000000000000,28770.000000000000000,25626.000000000000000,5165.000000000000000,14459.000000000000000,14559.000000000000000,1829.000000000000000,29127.000000000000000,24162.000000000000000,27514.000000000000000,21944.000000000000000,27332.000000000000000,3459.000000000000000,26797.000000000000000,3994.000000000000000,27757.000000000000000,3034.000000000000000,1475.000000000000000,29316.000000000000000,4882.000000000000000,13201.000000000000000,12708.000000000000000,1589.000000000000000,5.160598876295022,2161.000000000000000,10118.000000000000000,16923.000000000000000,Electrified,,279656.646985824340000,2427648205.279008900000000
52,50.000000000000000,KAYUNGA,Kayunga,112.000000000000000,KAYUNGA,Kayunga,CENTRAL 2,CENTRAL REGION,76168.000000000000000,368062.000000000000000,180706.000000000000000,187356.000000000000000,1703.581264660336700,216.051918176844310,4.832239260581872,15488.000000000000000,50068.000000000000000,26236.000000000000000,94298.000000000000000,55801.000000000000000,48093.000000000000000,22808.000000000000000,56095.000000000000000,20073.000000000000000,49512.000000000000000,35870.000000000000000,7023.000000000000000,69602.000000000000000,67202.000000000000000,72343.000000000000000,67764.000000000000000,30223.000000000000000,45945.000000000000000,12192.000000000000000,63976.000000000000000,45003.000000000000000,31165.000000000000000,14347.000000000000000,61821.000000000000000,17366.000000000000000,53981.000000000000000,4821.000000000000000,11472.000000000000000,15.061443125722088,6721.000000000000000,51551.000000000000000,6424.000000000000000,Electrified,,269701.706789197340000,1703597626.696278300000000
53,51.000000000000000,KIBAALE,Kibaale,407.000000000000000,KIBAALE,Kibaale,WESTERN,WESTERN REGION,41240.000000000000000,192804.000000000000000,96778.000000000000000,96026.000000000000000,1161.294114472406800,166.025124554767700,4.675169738118332,35033.000000000000000,5881.000000000000000,14572.000000000000000,60832.000000000000000,16859.000000000000000,56512.000000000000000,24044.000000000000000,35960.000000000000000,5280.000000000000000,28386.000000000000000,10863.000000000000000,5415.000000000000000,39445.000000000000000,37391.000000000000000,40296.000000000000000,39096.000000000000000,30913.000000000000000,10327.000000000000000,6566.000000000000000,34674.000000000000000,35976.000000000000000,5264.000000000000000,16640.000000000000000,24600.000000000000000,5315.000000000000000,33973.000000000000000,1952.000000000000000,5451.000000000000000,13.217749757516975,2099.000000000000000,26263.000000000000000,7427.000000000000000,Electrified,Operated by Ferdsult Engineering Services Limited (FESL),170699.470559779120000,1161304809.636320800000000
54,52.000000000000000,KIBOGA,Kiboga,103.000000000000000,KIBOGA,Kiboga,CENTRAL 2,CENTRAL REGION,34072.000000000000000,148218.000000000000000,75847.000000000000000,72371.000000000000000,1563.173756068228600,94.818633836845621,4.350140878140409,28274.000000000000000,2119.000000000000000,12925.000000000000000,39212.000000000000000,22865.000000000000000,47624.000000000000000,17938.000000000000000,23644.000000000000000,10428.000000000000000,22608.000000000000000,10373.000000000000000,4370.000000000000000,31163.000000000000000,30683.000000000000000,32367.000000000000000,29136.000000000000000,15097.000000000000000,18975.000000000000000,4396.000000000000000,29676.000000000000000,20893.000000000000000,13179.000000000000000,14882.000000000000000,19190.000000000000000,6691.000000000000000,26248.000000000000000,1133.000000000000000,5459.000000000000000,16.021953510213667,3763.000000000000000,18568.000000000000000,6282.000000000000000,Electrified,,219723.392453731100000,1563188361.782799000000000
55,53.000000000000000,KIBUKU,Kibuku,227.000000000000000,KIBUKU,Kibuku,TESO,EASTERN REGION,35474.000000000000000,202033.000000000000000,97476.000000000000000,104557.000000000000000,489.900077185590190,412.396342455490750,5.695241585386480,41674.000000000000000,5144.000000000000000,15352.000000000000000,53320.000000000000000,24743.000000000000000,46101.000000000000000,33209.000000000000000,31482.000000000000000,3992.000000000000000,17551.000000000000000,15305.000000000000000,2238.000000000000000,34657.000000000000000,26897.000000000000000,33722.000000000000000,34007.000000000000000,13100.000000000000000,22374.000000000000000,11886.000000000000000,23588.000000000000000,27412.000000000000000,8062.000000000000000,1935.000000000000000,33539.000000000000000,6461.000000000000000,26924.000000000000000,2089.000000000000000,1803.000000000000000,5.082595703895811,1607.000000000000000,27815.000000000000000,4249.000000000000000,Electrified,,113638.276943320760000,489904841.918416440000000
56,54.000000000000000,KIRUHURA,Kiruhura,419.000000000000000,KIRUHURA,Kiruhura,SOUTH WESTERN,WESTERN REGION,67302.000000000000000,328077.000000000000000,166214.000000000000000,161863.000000000000000,4602.769139244059300,71.278178434533018,4.874699117411073,55992.000000000000000,8500.000000000000000,42571.000000000000000,92226.000000000000000,42801.000000000000000,102302.000000000000000,53310.000000000000000,46883.000000000000000,20419.000000000000000,45941.000000000000000,20587.000000000000000,7479.000000000000000,62943.000000000000000,60504.000000000000000,64200.000000000000000,59341.000000000000000,46357.000000000000000,20945.000000000000000,11444.000000000000000,55858.000000000000000,45481.000000000000000,21821.000000000000000,55929.000000000000000,11373.000000000000000,9824.000000000000000,55636.000000000000000,1842.000000000000000,9962.000000000000000,14.801937535288697,11509.000000000000000,30772.000000000000000,15059.000000000000000,Electrified,,360036.160346733170000,4602803568.234870000000000
57,55.000000000000000,KIRYANDONGO,Kiryandongo,421.000000000000000,KIRYANDONGO,Kiryandongo,WESTERN,WESTERN REGION,52223.000000000000000,266197.000000000000000,132822.000000000000000,133375.000000000000000,3621.526247789944600,73.504092414751412,5.097313444267852,49493.000000000000000,8817.000000000000000,23481.000000000000000,72770.000000000000000,33636.000000000000000,64457.000000000000000,47136.000000000000000,41780.000000000000000,10443.000000000000000,26958.000000000000000,17477.000000000000000,4010.000000000000000,48231.000000000000000,45476.000000000000000,49310.000000000000000,48884.000000000000000,37216.000000000000000,15007.000000000000000,33035.000000000000000,19188.000000000000000,40787.000000000000000,11436.000000000000000,9744.000000000000000,42479.000000000000000,8823.000000000000000,36157.000000000000000,7243.000000000000000,6538.000000000000000,12.519388009114756,8016.000000000000000,29264.000000000000000,8405.000000000000000,Electrified,,288040.969996056290000,3621567545.038587100000000
